x,y,z,cluster
-10.133906,4.7767987,11.184252,0
-10.526343,-7.728676,-6.2031894,2
8.103292,-10.770197,-2.139669,1
-0.48264936,11.353811,-8.2618475,0
5.833448,-2.2484446,-3.1528509,1
1.8317232,-4.0010657,13.048675,4
-1.0358253,3.1569796,2.8020978,0
-9.606048,-1.3991228,0.29909363,2
14.330291,-5.597274,-0.9133278,1
0.049792957,-1.545457,8.685481,4
-1.8699913,6.101797,-0.07739413,0
5.0655117,-3.0116215,-8.782442,1
-1.0726776,9.902202,-7.07111,0
-1.4679657,10.216947,-6.8108096,0
15.445467,-4.0083556,-0.3836187,1
-1.6980581,12.414399,8.280089,3
6.4902983,-2.6931956,-2.5849018,1
-3.716157,8.9191065,4.7730317,3
-1.2147906,9.696497,-7.064594,0
1.9625441,5.57568,-1.650594,0
-2.2452104,8.522203,-5.3614807,0
5.3979,-2.5346744,-2.31575,1
0.67969793,-2.857716,10.702909,4
0.6405764,-2.8103313,10.647317,4
2.6266787,-4.635997,13.824829,4
6.8756065,3.8358943,0.64084584,1
1.776361,-4.20481,12.960265,4
2.209816,-4.2975106,13.656478,4
2.1080258,-4.199719,12.627074,4
4.3887677,-0.09511469,2.2215712,1
6.773786,-10.918139,-2.025138,1
4.6036024,-2.88666,-8.815843,1
-0.7532082,11.996622,-8.277641,0
3.072575,-3.7308693,-10.180401,1
-0.31577754,11.809388,-7.7882595,0
15.890848,-3.6567557,-0.47448772,1
-9.584153,-10.803468,-4.4388,2
-8.48013,-0.27970386,-7.713312,2
15.643723,-4.064592,-0.5618596,1
-10.425272,-8.42299,-5.942664,2
-4.291522,-15.084872,4.5539956,2
-1.3509514,12.749399,8.078929,3
7.060256,-10.701429,-2.538672,1
-6.4218407,5.381292,-1.1900403,0
5.2684813,-3.2994885,-8.986764,1
2.106208,0.21022658,4.219098,4
-0.6992692,-0.7166731,7.3194027,4
1.9954457,0.16048397,4.753473,4
-0.6674512,13.928767,9.524688,3
-4.2983165,-14.241334,3.72667,2
19.251022,4.982254,0.15583517,1
19.631327,4.6947374,-0.31157053,1
-0.73073775,13.917389,9.5727215,3
1.3929297,-3.3332932,12.088833,4
3.554039,-3.3283155,-9.752162,1
-8.024917,-1.0451361,-7.3215437,2
3.2559395,5.1645164,-1.594092,1
-5.290211,6.071966,-1.5217527,0
-1.5261514,9.6739435,-6.790014,0
1.1638741,-3.4888527,12.009775,4
7.2320466,-11.646701,-2.2291918,1
-0.07171901,-1.3496325,8.871742,4
2.1832278,-3.9420638,12.750069,4
-2.595511,-0.62195694,5.4013057,4
-3.8763738,-14.699749,4.31021,2
2.1422598,0.17662978,4.5304065,4
-6.338132,-13.680412,1.2803674,2
-4.8367405,6.129208,-1.3835787,0
0.5866155,-2.7362885,10.527349,4
-10.133906,4.7767987,11.184252,0
-1.9934951,5.8181963,-0.122837685,0
-2.429076,5.9074173,0.14095493,0
-2.0816712,7.3115325,-2.4831092,0
-10.326069,-1.3524164,1.0660805,2
3.072575,-3.7308693,-10.180401,1
6.773786,-10.918139,-2.025138,1
0.691625,-2.8907583,10.749566,4
19.948362,5.6408257,-0.015667379,1
1.99006,0.16373158,4.7409377,4
7.9616804,-11.073476,-1.5354638,1
-0.18031155,11.547359,-7.999022,0
5.5458603,-2.5915496,-3.2348795,1
7.4877596,-11.424518,-1.7588497,1
-2.0920537,7.657702,-2.4775372,0
-9.35715,-1.2439939,1.4681315,2
-6.7068105,-0.84594494,1.4831232,2
7.0571814,-10.942046,-2.6244652,1
-9.724473,-0.4957147,-6.444076,2
4.93749,-2.9382098,-8.807248,1
-0.52876616,-1.9799001,9.048235,4
-9.082667,-1.3871841,0.81313175,2
-9.185094,-1.7899414,1.0062152,2
6.549318,3.8221517,0.3512147,1
-6.7068105,-0.84594494,1.4831232,2
-10.028202,-1.8945115,1.1477544,2
6.4224815,-2.989307,-2.5787218,1
-10.004038,-10.931698,-4.095301,2
-9.552634,-0.31832954,-6.934762,2
5.9980383,-3.2550328,-2.4942052,1
-5.286246,-14.206252,2.8091004,2
12.933381,-7.2747774,-1.4207717,1
3.5880613,-4.7883863,14.092195,4
19.41696,3.8384092,-0.16328833,1
20.017883,6.852041,0.86351603,1
-10.114248,-10.792145,-4.0200996,2
-6.705268,-0.84549606,1.4830111,2
5.2844343,-2.833665,-2.8303769,1
-10.043032,-10.60376,-4.492855,2
-1.8907344,8.377273,-4.962664,0
13.163084,-7.5551534,-1.2789394,1
-7.574835,-13.123016,-0.6354414,2
-0.33672288,14.627905,10.233694,3
-3.7919538,9.216244,4.992095,3
-2.1080341,5.9493976,0.38048267,0
-2.262535,7.199547,-2.7012532,0
12.815298,-7.756243,-1.2439429,1
16.422188,-1.8537284,-0.3550144,1
8.462018,-11.136896,-1.834539,1
0.6353505,-2.8033476,10.639686,4
17.431799,0.90483886,0.101040564,1
2.5580602,-4.5212574,13.139085,4
6.899332,3.6965232,1.3058496,1
4.39064,4.8888583,-1.5523366,1
0.41528854,13.2128935,-8.326373,0
-2.3971066,7.7337008,-2.941866,0
-1.6221118,12.613092,8.593962,3
5.3719893,-2.2584968,-2.6222513,1
1.927745,5.533547,-1.6183734,0
1.8502175,5.606863,-1.6489731,0
-2.114882,13.102293,8.119033,3
1.9552287,16.078815,-7.8931046,0
5.2752705,-3.3746696,-9.035894,1
-2.5089462,7.54955,-2.852119,0
-1.865217,12.912947,7.821063,3
-9.53638,-10.606021,-3.8748887,2
-4.618629,-14.218106,3.5405154,2
-9.744152,-1.2353843,-6.4815726,2
2.9145384,18.22558,-7.1670556,0
-0.75813496,12.016112,-8.227236,0
-1.7405659,9.823741,-6.9353666,0
3.271132,18.11682,-7.2856045,0
-9.471146,-0.36157057,-6.55636,2
2.055941,0.18539357,4.54677,4
-7.1110635,4.4140234,-0.47281364,2
-7.2999396,-12.795807,-0.4743646,2
-8.773322,-12.033708,-2.3408747,2
12.686266,-7.68896,-1.1347139,1
3.9508355,0.07078057,2.6564984,1
-0.63186556,11.9952545,-7.871236,0
-3.8224688,-14.7517185,4.2645845,2
-4.2945094,-14.240664,3.739157,2
0.114613116,1.9081442,3.5290015,4
-7.487137,-13.577677,-0.15515257,2
6.4778147,5.0555077,1.800735,1
0.11779724,-1.910069,8.870392,4
-0.93357426,0.6031991,5.322477,4
-0.6950076,-0.72208226,7.3276954,4
-3.065444,11.517198,6.9317183,3
-7.0767555,4.7983956,-0.90597016,0
-1.8329167,7.60256,-2.7680056,0
-1.5372293,13.205286,8.106132,3
2.3496509,0.19210249,4.1112022,4
-1.052115,2.7437418,3.3402677,4
-0.95804316,0.5908542,5.3346725,4
-1.2837071,1.6682266,6.6927714,4
1.8031632,0.1201479,5.088004,4
-1.6670212,11.133865,6.538138,3
-2.5807178,-0.6377361,5.4355545,4
4.5740914,-3.612285,-9.490649,1
0.5824379,-1.0392938,7.449384,4
3.6072917,-4.0609045,-10.15135,1
2.2805202,-4.711319,13.359478,4
-8.832141,2.9256988,-0.6441634,2
12.869437,-7.586531,-0.89029634,1
-10.481043,-7.8034205,-6.2441845,2
5.786577,-2.7293782,-3.327513,1
7.2387695,-11.630554,-2.251895,1
-1.0049895,0.79245746,5.366494,4
-1.4558133,12.578687,8.414976,3
-2.1936793,12.800532,8.342897,3
-0.70528543,-0.7092922,7.308432,4
6.887988,3.048771,0.21607345,1
6.887988,3.048771,0.21607345,1
6.887988,3.048771,0.21607345,1
6.219483,2.985279,0.102000505,1
-2.341729,5.8109813,0.16715027,0
6.321601,2.728358,0.58746934,1
6.1380086,-2.9727566,-2.187657,1
6.321601,2.728358,0.58746934,1
6.321601,2.728358,0.58746934,1
6.219483,2.985279,0.102000505,1
-2.2650688,6.274836,0.07005302,0
1.2438713,-3.7434332,12.021255,4
2.212294,-4.684694,13.41842,4
-0.7098946,-0.70413107,7.3016067,4
-7.30023,-13.149067,-0.6501226,2
-9.082667,-1.3871841,0.81313175,2
-9.552634,-0.31832954,-6.934762,2
7.057182,-10.942046,-2.6244655,1
-9.724508,-0.49590456,-6.444426,2
7.487765,-11.424533,-1.7588656,1
-2.0920537,7.657702,-2.4775372,0
6.551759,3.8230612,0.3516422,1
-6.706806,-0.8459472,1.4831189,2
-0.112681106,-1.4343379,9.200732,4
-2.8378282,11.65251,6.6698594,3
-0.52876616,-1.9799001,9.048235,4
-9.35715,-1.2439939,1.4681315,2
-6.7068105,-0.84594494,1.4831232,2
-10.028202,-1.8945115,1.1477544,2
4.93749,-2.9382098,-8.807248,1
-9.348769,-1.4483428,0.41280344,2
2.7073731,0.17199853,3.7764997,4
6.551759,3.8230612,0.3516422,1
5.6126437,-3.6046576,-9.143755,1
-5.2218585,-14.235099,2.9204357,2
2.0583844,-3.8493338,12.884641,4
15.47374,-3.9084435,-0.949811,1
-8.713672,-12.180098,-2.2643456,2
2.3993468,5.398208,-1.614848,0
-1.4515934,4.297069,1.6303289,0
2.4512825,0.18902908,3.94931,4
2.6045454,-4.0675783,-9.769459,1
3.5738487,-4.787586,14.090048,4
0.7569391,6.14174,-1.8020357,0
6.690699,3.2919173,1.3250643,1
1.6284385,0.0849706,5.316789,4
-8.247289,-0.39874128,-7.756366,2
-2.3233404,7.826747,-2.740594,0
1.6765629,-3.639698,11.773531,4
4.8050413,-0.15065715,1.8045721,1
-6.685324,-0.8482698,1.4652368,2
6.361589,-2.285368,-2.6342583,1
5.360329,-2.4344785,-2.9536476,1
16.220816,-2.2486246,-0.42119148,1
-1.5364562,-2.265218,-0.8686734,1
-10.840534,-7.9124165,-6.209096,2
3.7988813,0.049682554,2.7896516,1
-5.766606,-2.341034,-1.6577587,2
-5.3997025,-14.1492195,2.6264327,2
-6.701625,-0.8468734,1.478741,2
-3.0813465,11.558953,6.8888216,3
0.6913712,-2.802655,10.693161,4
5.5902457,-4.9311156,-5.993758,1
-6.296766,-13.7025,1.3353479,2
-2.307392,8.483082,-5.0377903,0
0.43360832,15.388346,10.930716,3
-9.839673,-1.5191513,1.5810833,2
15.207542,-3.4007926,-0.5852804,1
-3.7624292,-0.7499498,4.4150066,4
-0.03502106,14.570068,10.102959,3
7.8555408,-11.170423,-2.4589767,1
-8.733445,-0.22956708,-6.990892,2
2.4483385,-4.112102,13.536356,4
2.1078475,-4.4521894,13.589389,4
-3.0612154,-2.5060265,-1.8402829,2
-8.738336,-12.082203,-2.2806401,2
12.792908,-7.604661,-1.4350146,1
-1.9787235,8.737389,-5.1000347,0
-8.950047,-0.75608546,-6.167255,2
5.113934,-11.704995,-2.514406,1
